Number of sessions(../logparser/demo/paper3_Drain_2_result_tau06/train_normal): 5750
Number of seqs(../logparser/demo/paper3_Drain_2_result_tau06/train_normal): 55274
Epoch [1/150], Train_loss: 0.001481
Epoch [83/199], Train_loss: 0.000134
Epoch [84/199], Train_loss: 0.000133
Epoch [85/199], Train_loss: 0.000131
Epoch [86/199], Train_loss: 0.000131
Epoch [87/199], Train_loss: 0.000131
Epoch [88/199], Train_loss: 0.000130
Epoch [89/199], Train_loss: 0.000128
Epoch [90/199], Train_loss: 0.000128
Epoch [91/199], Train_loss: 0.000128
Epoch [92/199], Train_loss: 0.000127
Epoch [93/199], Train_loss: 0.000128
Epoch [94/199], Train_loss: 0.000126
Epoch [95/199], Train_loss: 0.000125
Epoch [96/199], Train_loss: 0.000125
Epoch [97/199], Train_loss: 0.000124
Epoch [98/199], Train_loss: 0.000125
Epoch [99/199], Train_loss: 0.000125
Epoch [100/199], Train_loss: 0.000124
Epoch [101/199], Train_loss: 0.000123
Epoch [102/199], Train_loss: 0.000123
Epoch [103/199], Train_loss: 0.000122
Epoch [104/199], Train_loss: 0.000122
Epoch [105/199], Train_loss: 0.000123
Epoch [106/199], Train_loss: 0.000122
Epoch [107/199], Train_loss: 0.000121
Epoch [108/199], Train_loss: 0.000120
Epoch [109/199], Train_loss: 0.000120
Epoch [110/199], Train_loss: 0.000120
Epoch [111/199], Train_loss: 0.000122
Epoch [112/199], Train_loss: 0.000121
Epoch [113/199], Train_loss: 0.000119
Epoch [114/199], Train_loss: 0.000120
Epoch [115/199], Train_loss: 0.000120
Epoch [116/199], Train_loss: 0.000118
Epoch [117/199], Train_loss: 0.000118
Epoch [118/199], Train_loss: 0.000118
Epoch [119/199], Train_loss: 0.000118
Epoch [120/199], Train_loss: 0.000119
Epoch [121/199], Train_loss: 0.000118
Epoch [122/199], Train_loss: 0.000117
Epoch [123/199], Train_loss: 0.000117
Epoch [124/199], Train_loss: 0.000117
Epoch [125/199], Train_loss: 0.000116
Epoch [126/199], Train_loss: 0.000116
Epoch [127/199], Train_loss: 0.000116
Epoch [128/199], Train_loss: 0.000116
Epoch [129/199], Train_loss: 0.000116
Epoch [130/199], Train_loss: 0.000115
Epoch [131/199], Train_loss: 0.000115
Epoch [132/199], Train_loss: 0.000115
Epoch [133/199], Train_loss: 0.000115
Epoch [134/199], Train_loss: 0.000115
Epoch [135/199], Train_loss: 0.000114
Epoch [136/199], Train_loss: 0.000114
Epoch [137/199], Train_loss: 0.000114
Epoch [138/199], Train_loss: 0.000114
Epoch [139/199], Train_loss: 0.000113
Epoch [140/199], Train_loss: 0.000113
Epoch [141/199], Train_loss: 0.000114
Epoch [142/199], Train_loss: 0.000113
Epoch [143/199], Train_loss: 0.000124
Epoch [144/199], Train_loss: 0.000131
Epoch [145/199], Train_loss: 0.000286
Epoch [146/199], Train_loss: 0.000154
Epoch [147/199], Train_loss: 0.000132
Epoch [148/199], Train_loss: 0.000125
Epoch [149/199], Train_loss: 0.000120
Epoch [150/199], Train_loss: 0.000118
Epoch [151/199], Train_loss: 0.000116
Epoch [152/199], Train_loss: 0.000115
Epoch [153/199], Train_loss: 0.000115
Epoch [154/199], Train_loss: 0.000115
Epoch [155/199], Train_loss: 0.000115
Epoch [156/199], Train_loss: 0.000113
Epoch [157/199], Train_loss: 0.000113
Epoch [158/199], Train_loss: 0.000113
Epoch [159/199], Train_loss: 0.000112
Epoch [160/199], Train_loss: 0.000112
Epoch [161/199], Train_loss: 0.000112
Epoch [162/199], Train_loss: 0.000112
Epoch [163/199], Train_loss: 0.000112
Epoch [164/199], Train_loss: 0.000111
Epoch [165/199], Train_loss: 0.000112
Epoch [166/199], Train_loss: 0.000111
Epoch [167/199], Train_loss: 0.000112
Epoch [168/199], Train_loss: 0.000111
Epoch [169/199], Train_loss: 0.000111
Epoch [170/199], Train_loss: 0.000111
Epoch [171/199], Train_loss: 0.000111
Epoch [172/199], Train_loss: 0.000111
Epoch [173/199], Train_loss: 0.000111
Epoch [174/199], Train_loss: 0.000111
Epoch [175/199], Train_loss: 0.000109
Epoch [176/199], Train_loss: 0.000110
Epoch [177/199], Train_loss: 0.000110
Epoch [178/199], Train_loss: 0.000109
Epoch [179/199], Train_loss: 0.000109
Epoch [180/199], Train_loss: 0.000109
Epoch [181/199], Train_loss: 0.000109
Epoch [182/199], Train_loss: 0.000109
Epoch [183/199], Train_loss: 0.000109
Epoch [184/199], Train_loss: 0.000109
Epoch [185/199], Train_loss: 0.000108
Epoch [186/199], Train_loss: 0.000108
Epoch [187/199], Train_loss: 0.000108
Epoch [188/199], Train_loss: 0.000108
Epoch [189/199], Train_loss: 0.000108
Epoch [190/199], Train_loss: 0.000108
Epoch [191/199], Train_loss: 0.000108
Epoch [192/199], Train_loss: 0.000108
Epoch [193/199], Train_loss: 0.000108
Epoch [194/199], Train_loss: 0.000107
Epoch [195/199], Train_loss: 0.000107
Epoch [196/199], Train_loss: 0.000107
Epoch [197/199], Train_loss: 0.000107
Epoch [198/199], Train_loss: 0.000107
Epoch [199/199], Train_loss: 0.000107
Finished Training
Number of sessions(../logparser/demo/paper3_Drain_2_result_tau07/train_normal): 5750
Number of seqs(../logparser/demo/paper3_Drain_2_result_tau07/train_normal): 55274
Epoch [1/199], Train_loss: 0.001512
Epoch [2/199], Train_loss: 0.000889
Epoch [3/199], Train_loss: 0.000755
Epoch [4/199], Train_loss: 0.000645
Epoch [5/199], Train_loss: 0.000570
Epoch [6/199], Train_loss: 0.000515
Epoch [7/199], Train_loss: 0.000479
Epoch [8/199], Train_loss: 0.000436
Epoch [9/199], Train_loss: 0.000412
Epoch [10/199], Train_loss: 0.000398
Epoch [11/199], Train_loss: 0.000388
Epoch [12/199], Train_loss: 0.000380
Epoch [13/199], Train_loss: 0.000371
Epoch [14/199], Train_loss: 0.000364
Epoch [15/199], Train_loss: 0.000357
Epoch [16/199], Train_loss: 0.000351
Epoch [17/199], Train_loss: 0.000345
Epoch [18/199], Train_loss: 0.000340
Epoch [19/199], Train_loss: 0.000336
Epoch [20/199], Train_loss: 0.000332
Epoch [21/199], Train_loss: 0.000327
Epoch [22/199], Train_loss: 0.000325
Epoch [23/199], Train_loss: 0.000320
Epoch [24/199], Train_loss: 0.000316
Epoch [25/199], Train_loss: 0.000312
Epoch [26/199], Train_loss: 0.000308
Epoch [27/199], Train_loss: 0.000298
Epoch [28/199], Train_loss: 0.000291
Epoch [29/199], Train_loss: 0.000277
Epoch [30/199], Train_loss: 0.000267
Epoch [31/199], Train_loss: 0.000259
Epoch [32/199], Train_loss: 0.000249
Epoch [33/199], Train_loss: 0.000240
Epoch [34/199], Train_loss: 0.000236
Epoch [35/199], Train_loss: 0.000232
Epoch [36/199], Train_loss: 0.000226
Epoch [37/199], Train_loss: 0.000225
Epoch [38/199], Train_loss: 0.000222
Epoch [39/199], Train_loss: 0.000218
Epoch [40/199], Train_loss: 0.000216
Epoch [41/199], Train_loss: 0.000212
Epoch [42/199], Train_loss: 0.000209
Epoch [43/199], Train_loss: 0.000206
Epoch [44/199], Train_loss: 0.000204
Epoch [45/199], Train_loss: 0.000200
Epoch [46/199], Train_loss: 0.000199
Epoch [47/199], Train_loss: 0.000195
Epoch [48/199], Train_loss: 0.000191
Epoch [49/199], Train_loss: 0.000190
Epoch [50/199], Train_loss: 0.000186
Epoch [51/199], Train_loss: 0.000184
Epoch [52/199], Train_loss: 0.000181
Epoch [53/199], Train_loss: 0.000178
Epoch [54/199], Train_loss: 0.000175
Epoch [55/199], Train_loss: 0.000173
Epoch [56/199], Train_loss: 0.000170
Epoch [57/199], Train_loss: 0.000168
Epoch [58/199], Train_loss: 0.000166
Epoch [59/199], Train_loss: 0.000165
Epoch [60/199], Train_loss: 0.000162
Epoch [61/199], Train_loss: 0.000161
Epoch [62/199], Train_loss: 0.000159
Epoch [63/199], Train_loss: 0.000158
Epoch [64/199], Train_loss: 0.000157
Epoch [65/199], Train_loss: 0.000156
Epoch [66/199], Train_loss: 0.000154
Epoch [67/199], Train_loss: 0.000152
Epoch [68/199], Train_loss: 0.000151
Epoch [69/199], Train_loss: 0.000150
Epoch [70/199], Train_loss: 0.000149
Epoch [71/199], Train_loss: 0.000146
Epoch [72/199], Train_loss: 0.000146
Epoch [73/199], Train_loss: 0.000144
Epoch [74/199], Train_loss: 0.000145
Epoch [75/199], Train_loss: 0.000142
Epoch [76/199], Train_loss: 0.000141
Epoch [77/199], Train_loss: 0.000141
Epoch [78/199], Train_loss: 0.000141
Epoch [79/199], Train_loss: 0.000139
Epoch [80/199], Train_loss: 0.000138
Epoch [81/199], Train_loss: 0.000137
Epoch [82/199], Train_loss: 0.000136
Epoch [83/199], Train_loss: 0.000135
Epoch [84/199], Train_loss: 0.000134
Epoch [85/199], Train_loss: 0.000134
Epoch [86/199], Train_loss: 0.000133
Epoch [87/199], Train_loss: 0.000132
Epoch [88/199], Train_loss: 0.000133
Epoch [89/199], Train_loss: 0.000131
Epoch [90/199], Train_loss: 0.000131
Epoch [91/199], Train_loss: 0.000129
Epoch [92/199], Train_loss: 0.000129
Epoch [93/199], Train_loss: 0.000128
Epoch [94/199], Train_loss: 0.000128
Epoch [95/199], Train_loss: 0.000128
Epoch [96/199], Train_loss: 0.000127
Epoch [97/199], Train_loss: 0.000126
Epoch [98/199], Train_loss: 0.000126
Epoch [99/199], Train_loss: 0.000126
Epoch [100/199], Train_loss: 0.000126
Epoch [101/199], Train_loss: 0.000127
Epoch [102/199], Train_loss: 0.000125
Epoch [103/199], Train_loss: 0.000125
Epoch [104/199], Train_loss: 0.000124
Epoch [105/199], Train_loss: 0.000123
Epoch [106/199], Train_loss: 0.000123
Epoch [107/199], Train_loss: 0.000123
Epoch [108/199], Train_loss: 0.000122
Epoch [109/199], Train_loss: 0.000121
Epoch [110/199], Train_loss: 0.000122
Epoch [111/199], Train_loss: 0.000122
Epoch [112/199], Train_loss: 0.000122
Epoch [113/199], Train_loss: 0.000122
Epoch [114/199], Train_loss: 0.000122
Epoch [115/199], Train_loss: 0.000120
Epoch [116/199], Train_loss: 0.000120
Epoch [117/199], Train_loss: 0.000120
Epoch [118/199], Train_loss: 0.000120
Epoch [119/199], Train_loss: 0.000120
Epoch [120/199], Train_loss: 0.000119
Epoch [121/199], Train_loss: 0.000119
Epoch [122/199], Train_loss: 0.000118
Epoch [123/199], Train_loss: 0.000118
Epoch [124/199], Train_loss: 0.000118
Epoch [125/199], Train_loss: 0.000117
Epoch [126/199], Train_loss: 0.000118
Epoch [127/199], Train_loss: 0.000118
Epoch [128/199], Train_loss: 0.000117
Epoch [129/199], Train_loss: 0.000117
Epoch [130/199], Train_loss: 0.000117
Epoch [131/199], Train_loss: 0.000117
Epoch [132/199], Train_loss: 0.000116
Epoch [133/199], Train_loss: 0.000116
Epoch [134/199], Train_loss: 0.000120
Epoch [135/199], Train_loss: 0.000116
Epoch [136/199], Train_loss: 0.000116
Epoch [137/199], Train_loss: 0.000115
Epoch [138/199], Train_loss: 0.000115
Epoch [139/199], Train_loss: 0.000115
Epoch [140/199], Train_loss: 0.000115
Epoch [141/199], Train_loss: 0.000114
Epoch [142/199], Train_loss: 0.000114
Epoch [143/199], Train_loss: 0.000114
Epoch [144/199], Train_loss: 0.000114
Epoch [145/199], Train_loss: 0.000114
Epoch [146/199], Train_loss: 0.000114
Epoch [147/199], Train_loss: 0.000113
Epoch [148/199], Train_loss: 0.000113
Epoch [149/199], Train_loss: 0.000112
Epoch [150/199], Train_loss: 0.000121
Epoch [151/199], Train_loss: 0.000179
Epoch [152/199], Train_loss: 0.000134
Epoch [153/199], Train_loss: 0.000118
Epoch [154/199], Train_loss: 0.000116
Epoch [155/199], Train_loss: 0.000114
Epoch [156/199], Train_loss: 0.000114
Epoch [157/199], Train_loss: 0.000113
Epoch [158/199], Train_loss: 0.000113
Epoch [159/199], Train_loss: 0.000113
Epoch [160/199], Train_loss: 0.000112
Epoch [161/199], Train_loss: 0.000114
Epoch [162/199], Train_loss: 0.000113
Epoch [163/199], Train_loss: 0.000112
Epoch [164/199], Train_loss: 0.000112
Epoch [165/199], Train_loss: 0.000112
Epoch [166/199], Train_loss: 0.000112
Epoch [167/199], Train_loss: 0.000112
Epoch [168/199], Train_loss: 0.000112
Epoch [169/199], Train_loss: 0.000111
Epoch [170/199], Train_loss: 0.000111
Epoch [171/199], Train_loss: 0.000112
Epoch [172/199], Train_loss: 0.000111
Epoch [173/199], Train_loss: 0.000111
Epoch [174/199], Train_loss: 0.000111
Epoch [175/199], Train_loss: 0.000110
Epoch [176/199], Train_loss: 0.000110
Epoch [177/199], Train_loss: 0.000110
Epoch [178/199], Train_loss: 0.000110
Epoch [179/199], Train_loss: 0.000110
Epoch [180/199], Train_loss: 0.000110
Epoch [181/199], Train_loss: 0.000109
Epoch [182/199], Train_loss: 0.000109
Epoch [183/199], Train_loss: 0.000109
Epoch [184/199], Train_loss: 0.000110
Epoch [185/199], Train_loss: 0.000109
Epoch [186/199], Train_loss: 0.000109
Epoch [187/199], Train_loss: 0.000109
Epoch [188/199], Train_loss: 0.000109
Epoch [189/199], Train_loss: 0.000110
Epoch [190/199], Train_loss: 0.000109
Epoch [191/199], Train_loss: 0.000108
Epoch [192/199], Train_loss: 0.000108
Epoch [193/199], Train_loss: 0.000108
Epoch [194/199], Train_loss: 0.000108
Epoch [195/199], Train_loss: 0.000108
Epoch [196/199], Train_loss: 0.000108
Epoch [197/199], Train_loss: 0.000108
Epoch [198/199], Train_loss: 0.000108
Epoch [199/199], Train_loss: 0.000108
Finished Training
Number of sessions(../logparser/demo/paper3_Drain_2_result_tau09/train_normal): 5750
Number of seqs(../logparser/demo/paper3_Drain_2_result_tau09/train_normal): 55274
Epoch [1/199], Train_loss: 0.001458
Epoch [2/199], Train_loss: 0.000800
Epoch [3/199], Train_loss: 0.000647
Epoch [4/199], Train_loss: 0.000570
Epoch [5/199], Train_loss: 0.000535
Epoch [6/199], Train_loss: 0.000506
Epoch [7/199], Train_loss: 0.000483
Epoch [8/199], Train_loss: 0.000436
Epoch [9/199], Train_loss: 0.000410
Epoch [10/199], Train_loss: 0.000394
Epoch [11/199], Train_loss: 0.000381
Epoch [12/199], Train_loss: 0.000372
Epoch [13/199], Train_loss: 0.000363
Epoch [14/199], Train_loss: 0.000354
Epoch [15/199], Train_loss: 0.000347
Epoch [16/199], Train_loss: 0.000341
Epoch [17/199], Train_loss: 0.000335
Epoch [18/199], Train_loss: 0.000332
Epoch [19/199], Train_loss: 0.000327
Epoch [20/199], Train_loss: 0.000382
Epoch [21/199], Train_loss: 0.000334
Epoch [22/199], Train_loss: 0.000317
Epoch [23/199], Train_loss: 0.000313
Epoch [24/199], Train_loss: 0.000309
Epoch [25/199], Train_loss: 0.000307
Epoch [26/199], Train_loss: 0.000304
Epoch [27/199], Train_loss: 0.000300
Epoch [28/199], Train_loss: 0.000297
Epoch [29/199], Train_loss: 0.000292
Epoch [30/199], Train_loss: 0.000289
Epoch [31/199], Train_loss: 0.000283
Epoch [32/199], Train_loss: 0.000278
Epoch [33/199], Train_loss: 0.000271
Epoch [34/199], Train_loss: 0.000263
Epoch [35/199], Train_loss: 0.000250
Epoch [36/199], Train_loss: 0.000237
Epoch [37/199], Train_loss: 0.000228
Epoch [38/199], Train_loss: 0.000221
Epoch [39/199], Train_loss: 0.000215
Epoch [40/199], Train_loss: 0.000211
Epoch [41/199], Train_loss: 0.000207
Epoch [42/199], Train_loss: 0.000203
Epoch [43/199], Train_loss: 0.000199
Epoch [44/199], Train_loss: 0.000194
Epoch [45/199], Train_loss: 0.000191
Epoch [46/199], Train_loss: 0.000187
Epoch [47/199], Train_loss: 0.000183
Epoch [48/199], Train_loss: 0.000179
Epoch [49/199], Train_loss: 0.000176
Epoch [50/199], Train_loss: 0.000173
Epoch [51/199], Train_loss: 0.000171
Epoch [52/199], Train_loss: 0.000167
Epoch [53/199], Train_loss: 0.000165
Epoch [54/199], Train_loss: 0.000162
Epoch [55/199], Train_loss: 0.000160
Epoch [56/199], Train_loss: 0.000157
Epoch [57/199], Train_loss: 0.000155
Epoch [58/199], Train_loss: 0.000153
Epoch [59/199], Train_loss: 0.000150
Epoch [60/199], Train_loss: 0.000148
Epoch [61/199], Train_loss: 0.000146
Epoch [62/199], Train_loss: 0.000145
Epoch [63/199], Train_loss: 0.000144
Epoch [64/199], Train_loss: 0.000143
Epoch [65/199], Train_loss: 0.000141
Epoch [66/199], Train_loss: 0.000139
Epoch [67/199], Train_loss: 0.000139
Epoch [68/199], Train_loss: 0.000137
Epoch [69/199], Train_loss: 0.000136
Epoch [70/199], Train_loss: 0.000135
Epoch [71/199], Train_loss: 0.000134
Epoch [72/199], Train_loss: 0.000134
Epoch [73/199], Train_loss: 0.000133
Epoch [74/199], Train_loss: 0.000133
Epoch [75/199], Train_loss: 0.000132
Epoch [76/199], Train_loss: 0.000132
Epoch [77/199], Train_loss: 0.000132
Epoch [78/199], Train_loss: 0.000131
Epoch [79/199], Train_loss: 0.000129
Epoch [80/199], Train_loss: 0.000129
Epoch [81/199], Train_loss: 0.000128
Epoch [82/199], Train_loss: 0.000128
Epoch [83/199], Train_loss: 0.000128
Epoch [84/199], Train_loss: 0.000128
Epoch [85/199], Train_loss: 0.000127
Epoch [86/199], Train_loss: 0.000127
Epoch [87/199], Train_loss: 0.000127
Epoch [88/199], Train_loss: 0.000128
Epoch [89/199], Train_loss: 0.000125
Epoch [90/199], Train_loss: 0.000125
Epoch [91/199], Train_loss: 0.000126
Epoch [92/199], Train_loss: 0.000125
Epoch [93/199], Train_loss: 0.000124
Epoch [94/199], Train_loss: 0.000124
Epoch [95/199], Train_loss: 0.000124
Epoch [96/199], Train_loss: 0.000124
Epoch [97/199], Train_loss: 0.000123
Epoch [98/199], Train_loss: 0.000123
Epoch [99/199], Train_loss: 0.000122
Epoch [100/199], Train_loss: 0.000122
Epoch [101/199], Train_loss: 0.000122
Epoch [102/199], Train_loss: 0.000121
Epoch [103/199], Train_loss: 0.000121
Epoch [104/199], Train_loss: 0.000121
Epoch [105/199], Train_loss: 0.000122
Epoch [106/199], Train_loss: 0.000121
Epoch [107/199], Train_loss: 0.000120
Epoch [108/199], Train_loss: 0.000120
Epoch [109/199], Train_loss: 0.000121
Epoch [110/199], Train_loss: 0.000121
Epoch [111/199], Train_loss: 0.000120
Epoch [112/199], Train_loss: 0.000119
Epoch [113/199], Train_loss: 0.000119
Epoch [114/199], Train_loss: 0.000118
Epoch [115/199], Train_loss: 0.000119
Epoch [116/199], Train_loss: 0.000118
Epoch [117/199], Train_loss: 0.000118
Epoch [118/199], Train_loss: 0.000118
Epoch [119/199], Train_loss: 0.000118
Epoch [120/199], Train_loss: 0.000118
Epoch [121/199], Train_loss: 0.000118
Epoch [122/199], Train_loss: 0.000118
Epoch [123/199], Train_loss: 0.000116
Epoch [124/199], Train_loss: 0.000117
Epoch [125/199], Train_loss: 0.000117
Epoch [126/199], Train_loss: 0.000117
Epoch [127/199], Train_loss: 0.000116
Epoch [128/199], Train_loss: 0.000116
Epoch [129/199], Train_loss: 0.000116
Epoch [130/199], Train_loss: 0.000116
Epoch [131/199], Train_loss: 0.000115
Epoch [132/199], Train_loss: 0.000116
Epoch [133/199], Train_loss: 0.000116
Epoch [134/199], Train_loss: 0.000115
Epoch [135/199], Train_loss: 0.000116
Epoch [136/199], Train_loss: 0.000116
Epoch [137/199], Train_loss: 0.000115
Epoch [138/199], Train_loss: 0.000114
Epoch [139/199], Train_loss: 0.000115
Epoch [140/199], Train_loss: 0.000115
Epoch [141/199], Train_loss: 0.000114
Epoch [142/199], Train_loss: 0.000114
Epoch [143/199], Train_loss: 0.000113
Epoch [144/199], Train_loss: 0.000114
Epoch [145/199], Train_loss: 0.000114
Epoch [146/199], Train_loss: 0.000114
Epoch [147/199], Train_loss: 0.000115
Epoch [148/199], Train_loss: 0.000113
Epoch [149/199], Train_loss: 0.000113
Epoch [150/199], Train_loss: 0.000113
Epoch [151/199], Train_loss: 0.000113
Epoch [152/199], Train_loss: 0.000139
Epoch [153/199], Train_loss: 0.000173
Epoch [154/199], Train_loss: 0.000125
Epoch [155/199], Train_loss: 0.000119
Epoch [156/199], Train_loss: 0.000117
Epoch [157/199], Train_loss: 0.000116
Epoch [158/199], Train_loss: 0.000115
Epoch [159/199], Train_loss: 0.000115
Epoch [160/199], Train_loss: 0.000114
Epoch [161/199], Train_loss: 0.000113
Epoch [162/199], Train_loss: 0.000113
